"ID","Glottocode","Language","Forms","SG ~ PL","Meaning","Semantic_Category","Semantic_Subcategory","Bipartite_vs_Tripartite","Alternation_Type","Handling_Shape","Comment"
1304,"cree1270","Creek","lowáck-i: ~ lowaclok-i:","SG ~ PL","(be) soft","property","physical property","bipartite","regular",,"C1V1 reduplication"
1305,"cree1270","Creek","ɬákk-i: ~ ɬakɬak-í:","SG ~ PL","(be) big","property","size","bipartite","regular",,"C1V1 reduplication"
1306,"cree1270","Creek","má:h-i: ~ ma:hmay-í:","SG ~ PL","(be) tall","property","size","bipartite","regular",,"C1V1 reduplication"
1307,"cree1270","Creek","pá:kk-i ~ pa:kpak-í:","SG ~ PL","(be) inflated","property","size? physical property?","bipartite","regular",,"C1V1 reduplication"
1308,"cree1270","Creek","páfn-i: ~ pafpan-í:","SG ~ PL","(be) fast, quick","property","speed","bipartite","regular",,"C1V1 reduplication"
1309,"cree1270","Creek","paták-i: ~ pata:pak-í:","SG ~ PL","(be) spread out","property",,"bipartite","regular",,"C1V1 reduplication"
1310,"cree1270","Creek","polóks-i: ~ polospok-í:","SG ~ PL","(be) round","property","physical property","bipartite","regular",,"C1V1 reduplication"
1311,"cree1270","Creek","sicó:tt-i: ~ sicóco:tt-í:-n","SG ~ PL","having a tingling sensation","property",,"bipartite","regular",,"C2V2"
1312,"cree1270","Creek","sílk-i: ~ silsik-í:","SG ~ PL","(be) sliced","property",,"bipartite","regular",,"C1V1 reduplication"
1313,"cree1270","Creek","sófk-i: ~ sofsok-í:","SG ~ PL","(be) deep (of a hole, etc)","property","physical property?","bipartite","regular",,"C1V1 reduplication"
1314,"cree1270","Creek","tahókn-i: ~ tahontak-í:","SG ~ PL","(be) light in weight","property","physical property","bipartite","regular",,"C1V1 reduplication"
1315,"cree1270","Creek","taíks-i: ~ talistak-í:","SG ~ PL","(be) flared","property","physical property","bipartite","regular",,"C1V1 reduplication"
1316,"cree1270","Creek","takácw-i: ~ takactaw-í:","SG ~ PL","(be) hard (of dried corn)","property","physical property","bipartite","regular",,"C1V1 reduplication"
1317,"cree1270","Creek","talásw-i: ~ talastaw-í: (as of pork chops)","SG ~ PL","(be) tough","property",,"bipartite","regular",,"C1V1 reduplication"
1318,"cree1270","Creek","tánk-i: ~ tantak-í:","SG ~ PL","(be) empty","property",,"bipartite","regular",,"C1V1 reduplication"
1319,"cree1270","Creek","táph-i: ~ taptah-í:","SG ~ PL","(be) wide","property","physical property","bipartite","regular",,"C1V1 reduplication"
1320,"cree1270","Creek","tapíks-i: ~ tapistak-í:","SG ~ PL","(be) flat","property","physical property","bipartite","regular",,"C1V1 reduplication"
1321,"cree1270","Creek","tífn-i: ~ tiftin-í:","SG ~ PL","(be) dull","property","deictic; manner","bipartite","regular",,"C1V1 reduplication"
1322,"cree1270","Creek","tilíkm-i: ~ tilimtik-í:","SG ~ PL","(be) fine","property",,"bipartite","regular",,"C1V1 reduplication"
1323,"cree1270","Creek","tó:sk-i: ~ to:stok-í:","SG ~ PL","(be) mangy","property","physical property","bipartite","regular",,"C1V1 reduplication"
1324,"cree1270","Creek","tónk-i: ~ tontok-í:","SG ~ PL","(be) trimmed (of hair, etc)","property",,"bipartite","regular",,"C1V1 reduplication"
1325,"cree1270","Creek","topáks-i: ~ topastok-í:","SG ~ PL","(be) bland","property",,"bipartite","regular",,"C1V1 reduplication"
1326,"cree1270","Creek","wanák-i: ~ wana:wak-í:","SG ~ PL","(be) tied","property",,"bipartite","regular",,"C1V1 reduplication"
1327,"cree1270","Creek","wánh-i: ~ wanwah-í:","SG ~ PL","(be) hard","property","physical property","bipartite","regular",,"C1V1 reduplication"
1328,"cree1270","Creek","wapáks-i: ~ wapaswak-í:","SG ~ PL","(be) bloated","property",,"bipartite","regular",,"C1V1 reduplication"
1329,"cree1270","Creek","wipíkl-i: ~ wipilwik-í:","SG ~ PL","(be) furry","property","physical property","bipartite","regular",,"C1V1 reduplication"
1330,"cree1270","Creek","yákp-i: ~ yakyap-í:","SG ~ PL","(be) forked","property","physical property","bipartite","regular",,"C1V1 reduplication"
1331,"cree1270","Creek","yomóck-i: ~ yomocyok-í: (as of several rooms)","SG ~ PL","(be) dark","property","color?","bipartite","regular",,"C1V1 reduplication"
1332,"iran1263","Irántxe-Münkü","xip- ~ ximaka-","SG ~ PL","be afraid","property",,"bipartite","regular",,
1333,"kiow1266","Kiowa","cé- ~ cá·dó·","SG ~ PL","short","property","size","bipartite","suppletion","no",
1334,"kiow1266","Kiowa","ét ~ bîn","SG ~ PL","big","property","size","bipartite","suppletion","no","also important"
1335,"kiow1266","Kiowa","kyǫ́y ~ kį́·ní·","SG ~ PL","tall/long","property","size","bipartite","suppletion","no",
1336,"kiow1266","Kiowa","syɔ́n ~ syân","SG ~ PL","small","property","size","bipartite","suppletion","no","also young"
1337,"koas1236","Koasati","aká:non ~ aká-s-non","SG ~ PL","be hungry","property",,"bipartite","regular",,"-s- infix"
1338,"koas1236","Koasati","imanó:kan ~ imanó-s-kan","SG ~ PL","be winded","property",,"bipartite","regular",,"-s- infix"
1339,"koas1236","Koasati","stipi:lan ~ stipi-s-lan","SG ~ PL","be sexually attractive","property",,"bipartite","regular",,"-s- infix"
1340,"kron1241","Krongo","àbìrí-ící ~ tìbìrí","SG ~ PL","narrow","property","size","bipartite","regular",,
1341,"kron1241","Krongo","àfàláŋá ~ t-ìfàláŋ","SG ~ PL","large, broad","property","size","bipartite","regular",,
1342,"kron1241","Krongo","àrìbí-ící ~ t-ìrìbí","SG ~ PL","pointy","property",,"bipartite","regular",,
1343,"kron1241","Krongo","òbòróŋó ~ t-ìbòróŋ","SG ~ PL","big/tall","property","size","bipartite","regular",,
1344,"kron1241","Krongo","òdòfó-óló ~ t-ìdòfó","SG ~ PL","empty","property",,"bipartite","regular",,
1345,"kron1241","Krongo","òkùʈú-úlú","SG ~ PL","big/fat","property","size","bipartite","regular",,
1346,"kron1241","Krongo","òtìdí-írí ~ t-ìttìdí","SG ~ PL","short","property",,"bipartite","regular",,
1347,"kron1241","Krongo","òtòló-ókó","SG ~ PL","half full","property",,"bipartite","regular",,
1348,"kron1241","Krongo","òʈùɲóŋó ~ t-ùʈʈùɲóŋ","SG ~ PL","dull","property",,"bipartite","regular",,
1349,"kron1241","Krongo","t-áttéɲá ~ t-ìyéllí","SG ~ PL","small","property","size","bipartite","suppletion","no","3 ""small""s -- unknown differences"
1350,"kron1241","Krongo","t-áʈʈéllé ~ t-ìyéllí","SG ~ PL","small","property","size","bipartite","suppletion","no","3 ""small""s -- unknown differences"
1351,"kron1241","Krongo","t-íicì ~ t-ìifí","SG ~ PL","big","property","size","bipartite","suppletion","no",
1352,"kron1241","Krongo","t-íiró ~ t-ìiròoró","SG ~ PL","really far/deep","property","size","bipartite","suppletion","no",
1353,"kron1241","Krongo","t-óʈʈyó ~ t-ìyéllí","SG ~ PL","small","property","size","bipartite","suppletion","no","3 ""small""s -- unknown differences"
1354,"laal1242","Laal","biārāg ~ bǜrùg","SG ~ PL","be broad","property","size","bipartite","regular",,"M / L[+high, +round]"
1355,"laal1242","Laal","bōny ~ bùny","SG ~ PL","be full","property",,"bipartite","regular",,"M / L[+high, +round]"
1356,"laal1242","Laal","ɓāgāl ~ ɓùgùl","SG ~ PL","be tough","property","physical property","bipartite","regular",,"M / L[+high, +round]"
1357,"laal1242","Laal","ɓùùrá ~ ɓúúrá","SG ~ PL","fearful","property","human propensity","bipartite","suppletion","no","L / H"
1358,"laal1242","Laal","cúláŋ ~ cūlŋā","SG ~ PL","be selfish","property","human propensity","bipartite","regular",,"0 / -a"
1359,"laal1242","Laal","dɨ̄gā ~ dɨ̀g","SG ~ PL","be bad","property","value","bipartite","regular",,"-a / 0"
1360,"laal1242","Laal","dōŋ ~ dùŋ","SG ~ PL","be long","property","size","bipartite","regular",,"M / L[+high, +round]"
1361,"laal1242","Laal","ɗāgān ~ ɗɨ̀gɨ̀n","SG ~ PL","be heavy","property","physical property","bipartite","regular",,"M / L[+high, +round]"
1362,"laal1242","Laal","gūdā ~ gùdùg","SG ~ PL","be big","property","size","bipartite","regular",,"M / L[+high, +round]"
1363,"laal1242","Laal","hūūr ~ húúrá","SG ~ PL","be deaf","property",,"bipartite","regular",,"0 / -a"
1364,"laal1242","Laal","ììr ~ ììrɨ̀m","SG ~ PL","black","property","color","bipartite","suppletion","no","-ɨ̀m"
1365,"laal1242","Laal","jūrūg ~ jùrùg","SG ~ PL","be deep","property","size","bipartite","regular",,"M / L[+high, +round]"
1366,"laal1242","Laal","káw ~ kɨ́w","SG ~ PL","be too few, insufficient","property","value","bipartite","regular",,"a > ɨ / i"
1367,"laal1242","Laal","kàwlí ~ kɨ̄wlā","SG ~ PL","be a big eater (gourmand)","property","human propensity?","bipartite","suppletion","no","-a2 suffix + vowel and tone change"
1368,"laal1242","Laal","kuārī ~ kòrì (intr)","SG ~ PL","be decorated","property",,"bipartite","regular",,"M / L[-low, +round]"
1369,"laal1242","Laal","láá ~ dììw","SG ~ PL","small","property","size","bipartite","suppletion","no",
1370,"laal1242","Laal","lūr ~ lūrā","SG ~ PL","be short","property","size","bipartite","regular",,"0 / -a"
1371,"laal1242","Laal","mān ~ mùn","SG ~ PL","be good, tasty","property","value","bipartite","regular",,"M / L[+high, +round]"
1372,"laal1242","Laal","miáám ~ méémí","SG ~ PL","be bitter","property",,"bipartite","regular",,"0 / -i"
1373,"laal1242","Laal","miālāg ~ mǜlùg","SG ~ PL","be red","property","color","bipartite","regular",,"M / L[+high, +round]"
1374,"laal1242","Laal","mōr ~ mùr","SG ~ PL","be tough (of meat)","property","physical property","bipartite","regular",,"M / L[+high, +round]"
1375,"laal1242","Laal","niāār ~ nèèr","SG ~ PL","be new","property","age","bipartite","regular",,"M / L[-low, +round]"
1376,"laal1242","Laal","nyuágár ~ nyógrìny","SG ~ PL","be destroyed","property",,"bipartite","regular",,"0 / -iny ~ -i"
1377,"laal1242","Laal","ŋgáá ~ ŋgɨ́ɨ́","SG ~ PL","be strong, be healthy","property","human propensity","bipartite","regular",,"a > ɨ / i"
1378,"laal1242","Laal","ŋgámál ~ ŋgə́mí","SG ~ PL","be dried (e.g. fish)","property",,"bipartite","regular",,"-Vl / -i"
1379,"laal1242","Laal","páá ~ hóó","SG ~ PL","be white","property","color","bipartite","regular",,"M / L[-low, +round]"
1380,"laal1242","Laal","pāy ~ hùny","SG ~ PL","be painful","property",,"bipartite","regular",,"M / L[+high, +round]"
1381,"laal1242","Laal","piáál ~ péélì","SG ~ PL","be awake, alive","property",,"bipartite","regular",,"0 / -i"
1382,"laal1242","Laal","ràw ~ rɨ̀w","SG ~ PL","be lazy","property","human propensity","bipartite","regular",,"a > ɨ / i"
1383,"laal1242","Laal","sáál = |sÁ-al| ~ séé = |sÁ-i| (intr)","SG ~ PL","be old","property","age","bipartite","regular",,"-Vl / -i"
1384,"laal1242","Laal","sám ~ sə́mì, sə́mìny","SG ~ PL","be acidic","property",,"bipartite","regular",,"0 / -iny ~ -i"
1385,"laal1242","Laal","siān ~ sèn (intr)","SG ~ PL","be pregnant","property",,"bipartite","regular",,"low to mid vowel"
1386,"laal1242","Laal","sōgōr ~ sùgùr","SG ~ PL","be light","property","physical property","bipartite","regular",,"M / L[+high, +round]"
1387,"laal1242","Laal","tuágár (1, intr.) ~ tógrì","SG ~ PL","be broken","property",,"bipartite","regular",,"low to mid vowel"
1388,"laal1242","Laal","tūr ~ tūrā","SG ~ PL","be good","property","value","bipartite","regular",,"0 / -a"
1389,"laal1242","Laal","yéér ~ yārmī","SG ~ PL","crazy","property","human propensity","bipartite","suppletion","no","-mi suffix"
1390,"jama1261","Madi","-nafi(ha)- ~ -fota-","SG ~ PL","be big","property","size","bipartite","suppletion","no","also much"
1391,"nisg1240","Nisgaʼa","c'ú·skʸ ~ sisú·s","SG ~ PL","small","property","size","bipartite","suppletion","no",
1392,"otta1242","Ottawa","dawk ~ RED.dawk","SG ~ PL","short","property",,"bipartite","regular",,"The morphophonology of this language is difficult to parse and examples are unglossed."
1393,"otta1242","Ottawa","ginw ~ RED.ginw","SG ~ PL","long","property",,"bipartite","regular",,"The morphophonology of this language is difficult to parse and examples are unglossed."
1394,"otta1242","Ottawa","mang ~ RED.mang","SG ~ PL","big","property",,"bipartite","regular",,"The morphophonology of this language is difficult to parse and examples are unglossed."
1395,"nucl1649","Southern Coastal Tsimshian","gatgyet ~ gatleet","SG ~ PL","strong","property","human propensity? physical property","bipartite","suppletion","no",
1396,"nucl1649","Southern Coastal Tsimshian","ḵ’aas ~ mukmoolsk","SG ~ PL","sour","property","physical property?","bipartite","suppletion","no",
1397,"nucl1649","Southern Coastal Tsimshian","miik ~ üm’am","SG ~ PL","ripe (rain cloud)","property","physical property","bipartite","suppletion","no",
1398,"nucl1649","Southern Coastal Tsimshian","sgyeetk ~ skatktanik","SG ~ PL","easy","property","value?","bipartite","suppletion","no",
1399,"nucl1649","Southern Coastal Tsimshian","ts’a’adziks ~ ts’a’aksiks","SG ~ PL","dirty","property","physical property? value?","bipartite","suppletion","no",
1400,"tabo1241","Tabo","deha:poto ~ hegehege","SG ~ PL","small","property","size","bipartite","suppletion","no",
1401,"tabo1241","Tabo","hido ~ hidohido","SG ~ PL","good","property","value","bipartite","regular",,"reduplication"
1402,"tabo1241","Tabo","ko ~ koko","SG ~ PL","big","property","size","bipartite","regular",,"reduplication"
1403,"tabo1241","Tabo","pulu ~ pulupulu","SG ~ PL","light (not heavy)","property","physical property","bipartite","regular",,"reduplication"
1404,"wari1268","Wari","amon ~ aramon","SG ~ PL","be little (little more)","property",,"bipartite","regular",,"-rV(CV)- infixation"
1405,"wari1268","Wari","hwara' ~ horon","SG ~ PL","big","property","size","bipartite","suppletion","no","also tall"
1406,"wari1268","Wari","kaxi ~ kakaxi","SG ~ PL","be sick, hurt","property",,"bipartite","regular",,"CV(CV)- reduplciation"
1407,"wari1268","Wari","moin' ~ moromoin'","SG ~ PL","fill, be filled","property",,"bipartite","regular",,"-rV(CV)- infixation"
1408,"wari1268","Wari","nam' ~ nananam'","SG ~ PL","be pregnant","property",,"bipartite","regular",,"CV(CV)- reduplciation"
1409,"wari1268","Wari","yain, ayin ~ yarayain, arayain","SG ~ PL","be afraid","property",,"bipartite","regular",,"-rV(CV)- infixation"
1410,"west2632","Western Keres","-'íṣát̓a0 ~ -aíṣát̓a0 ~ -ay̓a̓aṣát̓a0","SG ~ DU ~ PL","fat","property","physical property","tripartite","suppletion","no",
1411,"west2632","Western Keres","-(q)ázáʔaN ~ -a̓azáʔaN ~ -a̓azíy̓a","SG ~ DU ~ PL","talkative","property","human propensity","tripartite","suppletion","no",
1412,"west2632","Western Keres","-jíčə ~ -a̓iča̓a ~ -a̓iča̓a","SG ~ DU ~ PL","big","property","size","tripartite","suppletion","no",
1413,"west2632","Western Keres","-Jíiyái ~ -aʔáyái ~ -áidyái","SG ~ DU ~ PL","be a fast runner","property","human propensity?","tripartite","suppletion","no",
1414,"west2632","Western Keres","-JugûuʔN ~ -a̓igûuʔn ~ (REG)","SG ~ DU ~ PL","be pregnant","property",,"tripartite","suppletion","no",
1415,"west2632","Western Keres","-Juša̓aziṢ ~ -a̓iša̓aziṢ ~ -ay̓a̓̓ašaaziṢ","SG ~ DU ~ PL","strong","property","human propensity? physical property?","tripartite","suppletion","no",
1416,"west2632","Western Keres","-Júyám̓ast̓u0 ~ (REG) ~ -áʔíẓám̓ast̓u0","SG ~ DU ~ PL","hungry","property",,"tripartite","suppletion","no",
1417,"yana1271","Yana","lau- ~ laawi","SG ~ PL","be strong","property","human propensity? physical property?","bipartite","suppletion","no",
1418,"yana1271","Yana","maagaʒa ~ madʔgaaʒa","SG ~ PL","be swollen","property",,"bipartite","regular",,
1419,"yana1271","Yana","ʒul ~ ʒauli","SG ~ PL","be long","property","size","bipartite","suppletion","no","however, this may be related to the verb for 'sit'"
1420,"yuch1247","Yuchi","-æ- ~ -thlæ-","SG ~ PL","be big","property","size","bipartite","suppletion","no","why 'be'?"
1421,"yuch1247","Yuchi","-ge- ~ -gethlæ-","SG ~ PL","be tall/long","property","size","bipartite","suppletion","no","why 'be'?"
1422,"alse1251","Alsea-Yaquina","atsk' ~ atsk'ūyux","SG ~ PL","sleep","sleep",,"bipartite","suppletion","no","there are two verbs for sleep, which may be historically related but have different forms"
1423,"alse1251","Alsea-Yaquina","tsk' ~ tsinsu, tsūns","SG ~ PL","sleep","sleep",,"bipartite","suppletion","no","there are two verbs for sleep, which may be historically related but have different forms"
1424,"cher1273","Cherokee","hlvvhn ~ hlina","SG ~ PL","sleep","sleep",,"bipartite","suppletion","no",
1425,"fuln1247","Fulniô","kwafá ~ flëá","SG ~ PL","sleep","sleep",,"bipartite","suppletion","no",
1426,"coos1249","Hanis","qa'qał ~ tsîmsîmt","SG ~ PL","sleep","sleep",,"bipartite","suppletion","no",
1427,"hopi1249","Hopi","puuwi ~ tookya","SG ~ PL","sleep","sleep",,"bipartite","suppletion","no",
1428,"imon1245","Imonda","li ~ shaulõ","SG ~ PL","sleep","sleep",,"bipartite","suppletion","no",
1429,"iran1263","Irántxe-Münkü","ituku- ~ itaka","SG ~ PL","sleep","sleep",,"bipartite","regular",,
1430,"karo1305","Karo (Brazil)","ket ~ kérat","SG ~ PL","sleep","sleep",,"bipartite","suppletion","no",
1431,"kett1243","Ket","t-tn ~ t-ən","SG ~ PL","sleep","sleep",,"bipartite","suppletion","no",
1432,"nort2942","North Slavey","shoti ~ shukiya","SG ~ PL","sleep","sleep",,"bipartite","suppletion","no",
1433,"nuuc1236","Nuu-chah-nulth","waʔič ~ huuʔič","INDIVIDUAL ~ COLLECTIVE","sleep","sleep",,"bipartite","suppletion","no",
1434,"shas1239","Shasta","icma ~ i·wan·ɨ","SG ~ PL","sleep","sleep",,"bipartite","suppletion","no",
1435,"wapp1239","Wappo","hɪntɔ́ke ~ hɪnweáke","SG ~ PL","sleep","sleep",,"bipartite","suppletion","no","plural very probably linked to 'die'"
1436,"west2632","Western Keres","-jíibáiY ~ -qáibáiY ~ -qjéeba̓iY-ʔVVD","SG ~ DU ~ PL","sleep","sleep",,"tripartite","suppletion","no",
1437,"yana1271","Yana","sam(si) ~ saadim(si)","SG ~ PL","sleep","sleep",,"bipartite","regular",,
1438,"yaqu1251","Yaqui","bo’e ~ to’e","SG ~ PL","sleep","sleep",,"bipartite","suppletion","no","plural looks like it is related to the plural of 'lay down'"
1439,"zuni1245","Zuni","‘ala- ~ ya:tela-","SG ~ PL","sleep","sleep",,"bipartite","suppletion","no",
1440,"ariz1237","Arizona Tewa","ke ~ xon","SG ~ PL","get","transfer",,"bipartite","suppletion","no",
1441,"wara1302","Bauni","-ko ~ -úna","SG ~ PL","get","transfer",,"bipartite","suppletion","no",
1442,"choc1276","Choctaw","kan-či ~ kan-pila","SG ~ PL","sell","transfer",,"bipartite","suppletion","no",
1443,"coma1245","Comanche","naʔuhturʉ (sg. Object) ~ hinanahimiitʉ (pl object)","SG ~ PL","exchange gifts","transfer",,"bipartite","suppletion","no",
1444,"daga1275","Daga","waR ~ tam/tambu/ai","SG ~ PL","get","transfer",,"bipartite","suppletion","no",
1445,"gras1249","Grass Koiari","ma ~ didi","SG ~ PL","get","transfer",,"bipartite","suppletion","no",
1446,"hopi1249","Hopi","kwusu ~ ömàata","SG ~ PL","receive","transfer",,"bipartite","suppletion","no",
1447,"hopi1249","Hopi","maqa ~ huyta","PAUCAL ~ MANY","give","transfer",,"bipartite","suppletion","no",
