"ID","Glottocode","Language","Forms","SG ~ PL","Meaning","Semantic_Category","Semantic_Subcategory","Bipartite_vs_Tripartite","Alternation_Type","Handling_Shape","Comment"
1099,"imon1245","Imonda","lõh ~ lëfah","PAUCAL ~ MANY","stand","posture",,"bipartite","suppletion","no",
1100,"ingu1240","Ingush","d.udzh ~ d.uush","SG ~ PL","lie PERF","posture",,"bipartite","suppletion","no",
1101,"ingu1240","Ingush","ott ~ out","SG ~ PL","stand up","posture",,"bipartite","regular",,
1102,"ingu1240","Ingush","ull ~ d.aada","SG ~ PL","lie IMPF","posture",,"bipartite","suppletion","no",
1103,"ingu1240","Ingush","ull ~ uxk","SG ~ PL","lie","posture",,"bipartite","regular",,
1104,"ingu1240","Ingush","xou ~ xoush","SG ~ PL","sit down","posture",,"bipartite","suppletion","no",
1105,"djam1255","Jaminjung-Ngaliwurru","darrmarr ~ jalalang","SG ~ PL","hang","posture",,"bipartite","suppletion","no",
1106,"djam1255","Jaminjung-Ngaliwurru","lula ~ mugurn","SG ~ PL","lie","posture",,"bipartite","suppletion","no","also sleep"
1107,"djam1255","Jaminjung-Ngaliwurru","warrb ~ waga","SG ~ PL","sit","posture",,"bipartite","suppletion","no",
1108,"karo1304","Karok","ikri ~ ʔina ~ ʔararahigih","SG ~ DU ~ PL","sit","posture",,"tripartite","suppletion","no","also live"
1109,"kash1280","Kashaya","ca- ~ hihkoc","SG ~ PL","sit on ground","posture",,"bipartite","suppletion","no",
1110,"kash1280","Kashaya","cohto- ~ qoᵒla-, qolataᵒd-, qohqᵒo-","SG ~ PL","stand (as tree)","posture",,"bipartite","suppletion","no","Plurals distinguish group/not in a group/unspecified"
1111,"kash1280","Kashaya","cuma- ~ hihkom-","SG ~ PL","sit on platform","posture",,"bipartite","suppletion","no",
1112,"kash1280","Kashaya","hcʰil- ~ siwiᵒc-","SG ~ PL","hang","posture",,"bipartite","suppletion","no",
1113,"kash1280","Kashaya","miṭi- ~ baṭi-","SG ~ PL","lie","posture",,"bipartite","suppletion","no",
1114,"kash1280","Kashaya","nt'et- ~ qohqʰo-","SG ~ PL","stand (on feet)","posture",,"bipartite","suppletion","no",
1115,"kett1243","Ket","t/b?-qut ~ t/b?-damin","SG ~ PL","lie down","posture",,"bipartite","regular",,"0 ~ d"
1116,"kiow1266","Kiowa","ą́·gyà ~ k'úl","SG ~ PL","sit","posture",,"bipartite","suppletion","no",
1117,"kiow1266","Kiowa","k'ɔ́· (có·-) ~ k'úl (~kóp, kú·-)","SG ~ PL","lie","posture",,"bipartite","suppletion","no","note that the form is almost the same as 'lay'"
1118,"kitj1240","Kitja","rurt ~ rurrjip","PAUCAL ~ MANY","sit","posture",,"bipartite","suppletion","no",
1119,"kitj1240","Kitja","that ~ thayarr, thaarr","PAUCAL ~ MANY","stand","posture",,"bipartite","suppletion","no",
1120,"klam1254","Klamath-Modoc","čv  ~ wa:","SG/PAUCAL? ~ PL/MANY?","sit/live/stay","posture",,"bipartite","suppletion","no","Barker 1964 states that singular~plural is the most common alternation, but some examples of ""paucative"" number are found as well. It is unclear which verb pairs are paucative."
1121,"klam1254","Klamath-Modoc","mpet' ~ lmey","SG/PAUCAL? ~ PL/MANY?","float","posture",,"bipartite","suppletion","no","Barker 1964 states that singular~plural is the most common alternation, but some examples of ""paucative"" number are found as well. It is unclear which verb pairs are paucative."
1122,"klam1254","Klamath-Modoc","sqol ~ lol'all'ga","SG/PAUCAL? ~ PL/MANY?","lie down","posture",,"bipartite","suppletion","no","Barker 1964 states that singular~plural is the most common alternation, but some examples of ""paucative"" number are found as well. It is unclear which verb pairs are paucative."
1123,"klam1254","Klamath-Modoc","tg- ~ lw'lw- ~ logn-","SG ~ PAUCAL ~ MANY","stand","posture",,"tripartite","suppletion","no",
1124,"koas1236","Koasati","cokkó:lin ~ cikkí:kan ~ i:san","SG ~ DU ~ PL","sit","posture",,"tripartite","suppletion","no",
1125,"koas1236","Koasati","haccá:lin ~ hikkí:lin ~ lokkó:lin","SG ~ DU ~ PL","stand","posture",,"tripartite","suppletion","no",
1126,"kwak1269","Kwakʼwala","k̓ʷa- ~ k̓ʷəs-","SG ~ PL","sit","posture",,"bipartite","suppletion","no",
1127,"kwak1269","Kwakʼwala","ƛaxʷ- ~ ƛaxʷƛəxʷ-, ƛaxʷƛa-, ƛaxʷƛo-, ƛiƛaxʷ- (mostly morphophonological alternation)","SG ~ PL","stand","posture",,"bipartite","suppletion","no",
1128,"kwaz1243","Kwaza","bu?ũ'rjỹ- ~ bu?ũmũ'rjỹ","SG ~ PL","sit","posture",,"bipartite","suppletion","no","probably related to 'lie down'"
1129,"kwaz1243","Kwaza","ũi- ~ u'mũi-","SG ~ PL","lie down","posture",,"bipartite","suppletion","no",
1130,"laal1242","Laal","cī ~ cìnyì","SG ~ PL","stand up","posture",,"bipartite","suppletion","no","X / [low] + nyì"
1131,"laal1242","Laal","gàl ~ gɨ̀l","SG ~ PL","hang","posture",,"bipartite","regular",,"a > ɨ / i"
1132,"laal1242","Laal","ɨ́ny ~ ɨ́nyì","SG ~ PL","sit","posture",,"bipartite","regular",,"0 / -i"
1133,"laal1242","Laal","sāg ~ sə̄gī","SG ~ PL","stand","posture",,"bipartite","regular",,"0 / -i"
1134,"laal1242","Laal","tɨ̄n ~ tɨ̀nì","SG ~ PL","lie (down)","posture",,"bipartite","regular",,"0 / -i"
1135,"jama1261","Madi","-forI- ~ mata-na- ~ soo (to-)na(-sa)","SG ~ DU ~ PL","lie on surface","posture",,"tripartite","suppletion","no",
1136,"jama1261","Madi","-homa- ~ mata-na- ~ soo (to-)na(-sa)","SG ~ DU ~ PL","lie on ground","posture",,"tripartite","suppletion","no",
1137,"jama1261","Madi","-ita- ~ joro -na- / teme -na- ~ -naho- (anim) / sii -na- (inan)","SG ~ DU ~ PL","sit/stay","posture",,"tripartite","suppletion","no",
1138,"jama1261","Madi","-wa(a)- ~ joro -na- / teme -na- ~ -naho- (anim) / sii -na- (inan)","SG ~ DU ~ PL","stand","posture",,"tripartite","suppletion","no",
1139,"jama1261","Madi","-wina- ~ -wata- ~ -wina-","SG ~ DU ~ PL","hang","posture",,"tripartite","suppletion","no","Note that singular and plural are the same while dual differs"
1140,"jama1261","Madi","hofa-/-fowa- ~ mata-na- ~ soo (to-)na(-sa)","SG ~ DU ~ PL","lie on water","posture",,"tripartite","suppletion","no",
1141,"mali1285","Malinaltepec Meʼphaa","-wraka ~ šprigu:","SG ~ PL","hang","posture",,"bipartite","suppletion","no","being hung up on"
1142,"mali1285","Malinaltepec Meʼphaa","gun' ~ kwihya:n","SG ~ PL","sit","posture",,"bipartite","suppletion","no","be seated"
1143,"mari1440","Maricopa","dik ~ daw ~ tiiv","SG ~ DU ~ PL","lie","posture",,"tripartite","suppletion","no",
1144,"mari1440","Maricopa","v'aw ~ uuv'o ~ vuu'osh","SG ~ DU ~ PL","stand","posture",,"tripartite","suppletion","no",
1145,"mari1440","Maricopa","va ~ daw ~ tiiv","SG ~ DU ~ PL","sit","posture",,"tripartite","suppletion","no",
1146,"nucl1622","Marind","ambid ~ haman","SG ~ PL","sit down","posture",,"bipartite","suppletion","no",
1147,"nucl1622","Marind","atin ~ waɣaman","SG ~ PL","stand up","posture",,"bipartite","suppletion","no",
1148,"nucl1622","Marind","ɣali ~ hok","SG ~ PL","lie down","posture",,"bipartite","suppletion","no",
1149,"nucl1622","Marind","itala ~ waɣamat-a","SG ~ PL","be standing","posture",,"bipartite","suppletion","no","plural form derived from 'stand up'"
1150,"nucl1622","Marind","mil ~ hamat-a","SG ~ PL","be sitting","posture",,"bipartite","suppletion","no","plural form derived from 'sit down'"
1151,"nucl1622","Marind","tel ~ hok-a","SG ~ PL","be lying","posture",,"bipartite","suppletion","no","plural derived from 'lie down'"
1152,"mats1244","Matsés","diad ~ didique","PAUCAL ~ MANY","hang","posture",,"bipartite","suppletion","no",
1153,"mats1244","Matsés","nid ~ tabad","PAUCAL ~ MANY","stand","posture",,"bipartite","suppletion","no",
1154,"mats1244","Matsés","ue ~ samëd","PAUCAL ~ MANY","lie","posture",,"bipartite","suppletion","no",
1155,"maxa1247","Maxakalí","xup ~ gtetex","SG ~ PL","stand","posture",,"bipartite","suppletion","no",
1156,"maxa1247","Maxakalí","yũhũm ~ mãhãm","SG ~ PL","sit","posture",,"bipartite","suppletion","no",
1157,"saki1248","Mekens","tat ~ taa","INDIVIDUAL ~ COLLECTIVE","stand","posture",,"bipartite","suppletion","no",
1158,"saki1248","Mekens","top ~ toa","INDIVIDUAL ~ COLLECTIVE","lie","posture",,"bipartite","suppletion","no",
1159,"saki1248","Mekens","yẽt ~ yã","INDIVIDUAL ~ COLLECTIVE","sit","posture",,"bipartite","suppletion","no",
1160,"mezo1235","Mezontla Popoloca","thākʔè ~ thèxú","SG ~ PL","sit/become","posture",,"bipartite","suppletion","no",
1161,"mull1237","Mullukmulluk","tikal ~ tikalal","SG ~ PL","lie down","posture",,"bipartite","regular",,"There are two verbs translated as 'lie down'"
1162,"mull1237","Mullukmulluk","tʸɛt ~ tʸɛřat","SG ~ PL","stand","posture",,"bipartite","regular",,"also be born"
1163,"mull1237","Mullukmulluk","yur ~ yurur","SG ~ PL","lie down","posture",,"bipartite","regular",,"There are two verbs translated as 'lie down'"
1164,"nava1243","Navajo","daaɬ ~ keeɬ ~ biiɬ","SG ~ DU ~ PL","sit","posture",,"tripartite","suppletion","no",
1165,"nava1243","Navajo","tééɬ ~ tish ~ jah","SG ~ DU ~ PL","lie down","posture",,"tripartite","suppletion","no",
1166,"nisg1240","Nisgaʼa","hítkʷ ~ máqskʷ","SG ~ PL","stand","posture",,"bipartite","suppletion","no",
1167,"nisg1240","Nisgaʼa","skʸí ~ tóx̌","SG ~ PL","lie","posture",,"bipartite","suppletion","no",
1168,"nisg1240","Nisgaʼa","t̓á· ~ wán","SG ~ PL","sit","posture",,"bipartite","suppletion","no","also exist"
1169,"nisg1240","Nisgaʼa","y̓áq ~ lískʷ","SG ~ PL","hang","posture",,"bipartite","suppletion","no",
1170,"nort2942","North Slavey","whida ~ whɪkee ~ ts'edehkw'i","SG ~ PAUCAL ~ PL","sit","posture",,"tripartite","suppletion","no","be seated"
1171,"nort2954","Northern Paiute","hapi ~ kwapi ~ pokwa, wakwapi","SG ~ DU ~ PL","lie","posture",,"tripartite","suppletion","no",
1172,"nort2954","Northern Paiute","katɨ ~ [k]yɨgwi ~ aataʔa","SG ~ DU ~ PL","sit","posture",,"tripartite","suppletion","no",
1173,"nort2954","Northern Paiute","wɨnnɨ ~ wammi ~ kono","SG ~ DU ~ PL","stand","posture",,"tripartite","suppletion","no",
1174,"sand1273","Sandawe","hǎ:kíts'ì̥ ~ hǎ:nàkí","SG ~ PL","sit","posture",,"bipartite","suppletion","no",
1175,"sand1273","Sandawe","ⁿǁúmé ~ ɬé:","SG ~ PL","stand","posture",,"bipartite","suppletion","no",
1176,"shas1239","Shasta","ak̓a ~ e·ruk̓a","SG ~ PL","stand","posture",,"bipartite","suppletion","no",
1177,"shas1239","Shasta","aki· ~ a·cwiki","SG ~ PL","lean","posture",,"bipartite","suppletion","no",
1178,"shas1239","Shasta","is·a· ~ ará·","SG ~ PL","sit","posture",,"bipartite","suppletion","no",
1179,"sier1250","Sierra de Juárez Zapotec","cué'ni, thúání ~ xúaní","SG ~ PL","sit","posture",,"bipartite","suppletion","no",
1180,"sier1250","Sierra de Juárez Zapotec","thú ~ tháà","SG ~ PL","stand","posture",,"bipartite","suppletion","no",
1181,"juho1239","South-Eastern Ju","cú ~ gǂà","SG ~ PL","lie","posture",,"bipartite","suppletion","no",
1182,"juho1239","South-Eastern Ju","n!ún ~ gǁà","SG ~ PL","stand","posture",,"bipartite","suppletion","no",
1183,"juho1239","South-Eastern Ju","nǀáng ~ g!hòó","SG ~ PL","sit","posture",,"bipartite","suppletion","no",
1184,"juho1239","South-Eastern Ju","ǁu ~ gǁao","SG ~ PL","hang","posture",,"bipartite","suppletion","no",
1185,"sout2982","Southeastern Pomo","kbi ~ x̥qo + b","SG ~ PL","sit down","posture",,"bipartite","suppletion","no",
1186,"sout2982","Southeastern Pomo","kto ~ no ~ blo","SG ~ DU ~ PL","stand (long object)","posture",,"tripartite","suppletion","no",
1187,"sout2982","Southeastern Pomo","mt̥i ~ bt̥i ~ x̥qo","SG ~ DU ~ PL","lie (long object)","posture",,"tripartite","suppletion","no",
1188,"sout2982","Southeastern Pomo","sca ~ mye ~ blo","SG ~ DU ~ PL","sit (non-long object)","posture",,"tripartite","suppletion","no",
1189,"nucl1649","Southern Coastal Tsimshian","bat- ~ max-","SG ~ PL","stand","posture",,"bipartite","suppletion","no",
1190,"nucl1649","Southern Coastal Tsimshian","nook ~ laałk, lełk","SG ~ PL","lie","posture",,"bipartite","suppletion","no",
1191,"nucl1649","Southern Coastal Tsimshian","t̓aa ~ wan","SG ~ PL","sit","posture",,"bipartite","suppletion","no",
1192,"sout2956","Southern Haida","taay ~ q'aaw","SG ~ PL","sit","posture",,"bipartite","suppletion","no",
1193,"sume1241","Sumerian","dúr ~ durun","SG ~ PL","sit (PERF)","posture",,"bipartite","suppletion","no",
1194,"sume1241","Sumerian","gub ~ šu(4).g/su(8).g","SG ~ PL","stand","posture",,"bipartite","suppletion","no",
1195,"sume1241","Sumerian","tuš ~ durun","SG ~ PL","sit (IMPF)","posture",,"bipartite","suppletion","no",
1196,"tabo1241","Tabo","emede ~ emedeho ~ ahidi, gagahidi","SG ~ DU ~ PL","sit","posture",,"tripartite","suppletion","no",
1197,"take1257","Takelma","s·uᵊal-sit ~ al-xaliⁱ","SG ~ PL","stand","posture",,"bipartite","suppletion","no",
1198,"take1257","Takelma","sas- ~ sal-xogw","SG ~ PL","sit","posture",,"bipartite","suppletion","no",
1199,"teri1250","Teribe","buk ~ löng","SG ~ PL","lie","posture",,"bipartite","suppletion","no",
1200,"teri1250","Teribe","jong ~ löng","SG ~ PL","stand permanently","posture",,"bipartite","suppletion","no",
1201,"teri1250","Teribe","pang ~ löng","SG ~ PL","hang","posture",,"bipartite","suppletion","no",
1202,"teri1250","Teribe","shäng ~ löng","SG ~ PL","stand","posture",,"bipartite","suppletion","no",
1203,"teri1250","Teribe","sök ~ löng","SG ~ PL","sit, live","posture",,"bipartite","suppletion","no",
1204,"tlin1245","Tlingit",".a ~ ḵi","SG ~ PL","sitting","posture",,"bipartite","suppletion","no",
1205,"tlin1245","Tlingit","han ~ naḵ","SG ~ PL","stand","posture",,"bipartite","suppletion","no",
1206,"tlin1245","Tlingit","nuk ~ ḵi","SG ~ PL","sit down","posture",,"bipartite","suppletion","no",
1207,"tlin1245","Tlingit","taʰ ~ x̱exʼw","SG ~ PL","lie","posture",,"bipartite","suppletion","no",
1208,"toho1245","Tohono Oʼodham","ká·c ~ wé·c","SG ~ PL","lie (inan)","posture",,"bipartite","suppletion","no",
1209,"toho1245","Tohono Oʼodham","wóʔǒ ~ wópǐ","SG ~ PL","lie (anim)","posture",,"bipartite","suppletion","no",
1210,"tonk1249","Tonkawa","heilab-e·- ~ hendoc-e·-","SG ~ PL","stand","posture",,"bipartite","suppletion","no",
1211,"tonk1249","Tonkawa","ye ~ yakca","SG ~ PL","sit","posture",,"bipartite","suppletion","no",
1212,"uppe1439","Upper Chehalis","cakʷí- ~ q̓ʷá·ƛ̓a-","SG ~ PL","lie/put down","posture",,"bipartite","suppletion","no",
1213,"uppe1439","Upper Chehalis","tawílš- ~ laʔk̓ʷ- (lakʷa- ?)","SG ~ PL","sit","posture",,"bipartite","suppletion","no",
1214,"uppe1439","Upper Chehalis","ʔúcax̣ʷ- ~ c̓əláp-","SG ~ PL","stand","posture",,"bipartite","suppletion","no",
1215,"wapp1239","Wappo","hɔ́lkɛ ~ lɛ́pukɛ","SG ~ PL","stand","posture",,"bipartite","suppletion","no",
1216,"wapp1239","Wappo","múkuki ~ keɪ́ki","SG ~ PL","lie","posture",,"bipartite","suppletion","no",
1217,"wapp1239","Wappo","yɔ́'ɛkɛ ~ háwekɛ","SG ~ PL","sit","posture",,"bipartite","suppletion","no",
1218,"wari1268","Wari","ho, hoho ~ horoho","SG ~ PL","float","posture",,"bipartite","regular",,"-rV(CV)- infixation"
1219,"wari1268","Wari","pokom ~ pokorom","SG ~ PL","be submerged","posture",,"bipartite","regular",,"-rV(CV)- infixation; categorized as posture rather than location due to the very large number of other posture verbs"
1220,"wari1268","Wari","terem' ~ toko'","SG ~ PL","lie down","posture",,"bipartite","suppletion","no",
1221,"wari1268","Wari","wa ~ warawa","SG ~ PL","hang","posture",,"bipartite","regular",,"-rV(CV)- infixation"
1222,"wari1268","Wari","xat ~ koko'","SG ~ PL","stand","posture",,"bipartite","suppletion","no","also stop"
1223,"wash1253","Washo","á·hu ~ gá·hu","SG ~ PL","stand","posture",,"bipartite","suppletion","no",
1224,"wash1253","Washo","macam ~ mayac","SG ~ PL","lie","posture",,"bipartite","suppletion","no",
1225,"wash1253","Washo","ʔlúweʔ ~ gé·gel","SG ~ PL","sit","posture",,"bipartite","suppletion","no",
1226,"west2632","Western Keres","-'jígút̓a0-iṢ ~ -a̓ígút̓a0-iṢ ~ (unattested)","SG ~ DU ~ PL","lean","posture",,"tripartite","suppletion","no",
1227,"west2632","Western Keres","-ə:čán̓iṢ ~ -a̓ičán̓iṢ ~ -qjéečán̓iṢ-iiD","SG ~ DU ~ PL","be standing","posture",,"tripartite","suppletion","no",
1228,"west2632","Western Keres","-ə:t̓aadyəM ~ -qa̓it̓aadyəM ~ -qjêet̓aadyəM","SG ~ DU ~ PL","stand up","posture",,"tripartite","suppletion","no",
1229,"west2632","Western Keres","-jidáaʔa ~ -a̓idáaʔa ~ (unattested)","SG ~ DU ~ PL","float","posture",,"tripartite","suppletion","no",
1230,"west2632","Western Keres","-JíikaiD ~ (REG) ~ -jûuc̓ai","SG ~ DU ~ PL","lie down","posture",,"tripartite","suppletion","no",
1231,"nung1290","Wubuy","bura ~ mulu-nᶢu=bura","INDIVIDUAL ~ COLLECTIVE","sit","posture",,"bipartite","regular",,"mulunᶢ"
1232,"nung1290","Wubuy","murgulha ~ mulu=murgulha","INDIVIDUAL ~ COLLECTIVE","lie down","posture",,"bipartite","regular",,"mulunᶢ"
1233,"yana1271","Yana","baa- ~ lai-","SG ~ PL","lie (stone-like object)","posture",,"bipartite","suppletion","yes",
1234,"yana1271","Yana","daa- ~ mii-","SG ~ PL","lie (inanimate object)","posture",,"bipartite","suppletion","no",
1235,"yana1271","Yana","wa- ~ yai-","SG ~ PL","sit, stay, live","posture",,"bipartite","suppletion","no","also have; derives a verb 'stand'"
1236,"yana1271","Yana","ʒu ~ ʒai","SG ~ PL","sit","posture",,"bipartite","suppletion","no","just sit"
1237,"yaqu1251","Yaqui","katek ~ jooka","SG ~ PL","sit","posture",,"bipartite","suppletion","no",
1238,"yaqu1251","Yaqui","kikte ~ japte","SG ~ PL","stand, stand up, stop","posture",,"bipartite","suppletion","no",
1239,"yaqu1251","Yaqui","weyek ~ ja’abwek","SG ~ PL","stand","posture",,"bipartite","suppletion","no",
1240,"yura1255","Yuracaré","bushu ~ peta","? ~ ?","lie, lie down","posture",,"bipartite","suppletion","no",
1241,"yura1255","Yuracaré","letu ~ lele","? ~ ?","sit down","posture",,"bipartite","regular",,
1242,"yuro1248","Yurok","cyu:kwen ~ rek'in","INDIVIDUAL ~ COLLECTIVE","sit","posture",,"bipartite","suppletion","no",
1243,"yuro1248","Yurok","tepon ~ roʔoh","INDIVIDUAL ~ COLLECTIVE","stand (inanimate)","posture",,"bipartite","suppletion","no","also be fixed, rooted"
1244,"zuni1245","Zuni","‘ela- ~ ɬuwa-","SG ~ PL","stand","posture",,"bipartite","suppletion","no",
1245,"zuni1245","Zuni","‘imo- ~ tina-","SG ~ PL","sit","posture",,"bipartite","suppletion","no",
1246,"zuni1245","Zuni","ale ~ wɔtiye","SG ~ PL","lie","posture",,"bipartite","suppletion","no","two verbs translated as 'lie'"
1247,"zuni1245","Zuni","čuwa- ~ wo’yo-","SG ~ PL","lie","posture",,"bipartite","suppletion","no","two verbs translated as 'lie'"
1248,"zuni1245","Zuni","p'iyaye ~ wɔ-hanaye","SG ~ PL","hang","posture",,"bipartite","suppletion","no","causative 'hang X' derived from this"
1249,"buru1296","Burushaski","balú- (y), -wálu- (hx) ~ wálja","SG ~ PL","lost/broke","property","human propensity","bipartite","suppletion","no",
1250,"buru1296","Burushaski","du-ɣát- ~ du-ɣáša","SG ~ PL","be selected/put apart","property",,"bipartite","regular",,
1251,"buru1296","Burushaski","gál ~ gálja","SG ~ PL","be broken","property",,"bipartite","regular",,
1252,"choc1276","Choctaw","?","?","be pale-skinned","property",,"?","regular",,
1253,"choc1276","Choctaw","?","?","be short","property",,"?","regular",,
1254,"choc1276","Choctaw","?","?","have short hair","property",,"?","regular",,
1255,"choc1276","Choctaw","čito ~ ho:čito","SG ~ PL","be big","property",,"bipartite","regular",,
1256,"choc1276","Choctaw","fala-a ~ -ho-fal-oh-a-","SG ~ PL","be long","property",,"bipartite","regular",,
1257,"choc1276","Choctaw","himitt-a ~ himitt-ho-a","SG ~ PL","be young","property","age","bipartite","regular",,
1258,"choc1276","Choctaw","itta-toklo ~ ita-hob-a","SG ~ PL","together","property","non Dixonian","bipartite","suppletion","no","2-3+"
1259,"choc1276","Choctaw","oš-kobo-li ~ oš-kobo-š-li","SG ~ PL","have grey hair","property",,"bipartite","regular",,
1260,"choc1276","Choctaw","osi ~ čipõ:ta","SG ~ PL","small","property","size","bipartite","suppletion","no",
1261,"coah1252","Coahuilteco","-nān ~ -n-ak-ān","SG ~ PL","be great","property",,"bipartite","regular",,"-ak- infix"
1262,"coah1252","Coahuilteco","-šāyš ~ -š-ak-āyš","SG ~ PL","be bad","property","value","bipartite","regular",,"-ak- infix"
1263,"coah1252","Coahuilteco","-šāyš ~ -š-ak-āyš","SG ~ PL","be good","property","value","bipartite","regular",,"-ak- infix"
1264,"coah1252","Coahuilteco","-tū, tō ~ -xtāyam-kē","SG ~ PL","related","property","non Dixonian","bipartite","suppletion","no","-ke suffix plus suppletion"
1265,"cree1270","Creek","acá:k-i: ~ aca:cak-i: ","SG ~ PL","(be) precious","property","value","bipartite","regular",,"C1V1 reduplication"
1266,"cree1270","Creek","ahóɬk-i: ~ ahoɬhok-í:","SG ~ PL","(be) sewn","property",,"bipartite","regular",,"C1V1 reduplication"
1267,"cree1270","Creek","cafíkn-i: ~ cafincak-í:","SG ~ PL","(be) healthy","property",,"bipartite","regular",,"C1V1 reduplication"
1268,"cree1270","Creek","cafíkn-i: ~ cafincak-í:","SG ~ PL","(be) heavy","property","physical property","bipartite","regular",,"C1V1 reduplication"
1269,"cree1270","Creek","calákn-i: ~ calancak-í:","SG ~ PL","(be) mushy","property","physical property","bipartite","regular",,"C1V1 reduplication"
1270,"cree1270","Creek","cámp-i: ~ camcap-í:","SG ~ PL","(be) sweet","property","physical property","bipartite","regular",,"C1V1 reduplication"
1271,"cree1270","Creek","caníks-i: ~ caniscak-í:","SG ~ PL","(be) sideways","property",,"bipartite","regular",,"C1V1 reduplication"
1272,"cree1270","Creek","cápk-i: ~ capcak-i:","SG ~ PL","(be) long","property","size","bipartite","regular",,"C1V1 reduplication"
1273,"cree1270","Creek","cíkf-i: ~ cikcif-í:","SG ~ PL","(be) thick (of paper, cloth, etc)","property","size","bipartite","regular",,"C1V1 reduplication"
1274,"cree1270","Creek","cofókn-i: ~ cofoncok-í:","SG ~ PL","(be) pointed","property","physical property","bipartite","regular",,"C1V1 reduplication"
1275,"cree1270","Creek","comok-itá ~ comolcok-íta","SG ~ PL","(be) bent","property","physical property","bipartite","regular",,"C1V1 reduplication"
1276,"cree1270","Creek","cót-k-i ~ lopóc-k-i-i","SG ~ PL","small","property","size","bipartite","suppletion","no",
1277,"cree1270","Creek","fáck-i: ~ facfak-í:","SG ~ PL","(be) full (of a container)","property",,"bipartite","regular",,"C1V1 reduplication"
1278,"cree1270","Creek","falíkn-i: ~ fainfak-í:","SG ~ PL","(be) lopsided","property","physical property","bipartite","regular",,"C1V1 reduplication"
1279,"cree1270","Creek","fámp-i: ~ famfap-í:","SG ~ PL","(be) stinking, bad-smelling","property","physical property","bipartite","regular",,"C1V1 reduplication"
1280,"cree1270","Creek","fásk-i ~ fasfak-í:","SG ~ PL","(be) sharp","property","physical property","bipartite","regular",,"C1V1 reduplication"
1281,"cree1270","Creek","fayátk-i: ~ fayatfak:í:","SG ~ PL","(be) crooked","property","physical property?","bipartite","regular",,"C1V1 reduplication"
1282,"cree1270","Creek","háɬp-i: ~ halhaw-í:","SG ~ PL","(be) high","property",,"bipartite","regular",,"C1V1 reduplication"
1283,"cree1270","Creek","hasátk-i: ~ hasathak-í","SG ~ PL","(be) clean","property",,"bipartite","regular",,"C1V1 reduplication"
1284,"cree1270","Creek","hátk-i: ~ hatha-k-i:","SG ~ PL","(be) white","property","color","bipartite","regular",,"C1V1 reduplication"
1285,"cree1270","Creek","háwk-i: ~ hawhak-í:","SG ~ PL","(be) open","property",,"bipartite","regular",,"C1V1 reduplication"
1286,"cree1270","Creek","hayákp-i: ~ hayakyap-í:","SG ~ PL","(be) uninhabited","property",,"bipartite","regular",,"C2V2"
1287,"cree1270","Creek","héyy-i: ~ hey-ho-y-i:","SG ~ PL","(be) hot","property","physical property","bipartite","regular",,"ho(y)/ic insertion"
1288,"cree1270","Creek","holá:tt-i: ~ hola:thoy-í","SG ~ PL","(be) blue","property","color","bipartite","regular",,"C1V1 reduplication"
1289,"cree1270","Creek","hopánk-i: ~ hopanhok-í","SG ~ PL","(be) broken","property",,"bipartite","regular",,"C1V1 reduplication"
1290,"cree1270","Creek","inók-k-i: ~ inok-ho-k-í:","SG ~ PL","(be) sick","property",,"bipartite","regular",,"ho(y)/ic insertion"
1291,"cree1270","Creek","káɬp-i: ~ kaɬkap-í:","SG ~ PL","(be) dry","property","physical property","bipartite","regular",,"C1V1 reduplication"
1292,"cree1270","Creek","kamóks-i: ~ kamoskak-í:","SG ~ PL","(be) sour","property","physical property","bipartite","regular",,"C1V1 reduplication"
1293,"cree1270","Creek","kasápp-i: ~ kasap-hoy-í:","SG ~ PL","(be) cold","property","physical property","bipartite","regular",,"ho(y)/ic insertion"
1294,"cree1270","Creek","kocókn-i: ~ koconcok-í:","SG ~ PL","(be) short","property","size","bipartite","regular",,"C2V2"
1295,"cree1270","Creek","lácp-i: ~ laclap-í:","SG ~ PL","(be) wet","property","physical property","bipartite","regular",,"C1V1 reduplication"
1296,"cree1270","Creek","lapótk-i: ~ lapotlak-í:","SG ~ PL","(be) straight (of a stick, etc)","property","physical property","bipartite","regular",,"C1V1 reduplication"
1297,"cree1270","Creek","lást-i: ~ laslat-i:","SG ~ PL","(be) black","property","color","bipartite","regular",,"C1V1 reduplication"
1298,"cree1270","Creek","láwk-i: ~ lawlak-í:","SG ~ PL","(be) deep (of water)","property","physical property?","bipartite","regular",,"C1V1 reduplication"
1299,"cree1270","Creek","likácw-i: ~ likacliw-i:","SG ~ PL","(be) dirty","property",,"bipartite","regular",,"C1V1 reduplication"
1300,"cree1270","Creek","likóth-i: ~ likotlih-í:","SG ~ PL","(be) warm","property","physical property","bipartite","regular",,"C1V1 reduplication"
1301,"cree1270","Creek","líkw-i: ~ likliw-í:","SG ~ PL","(be) rotten, rusted","property","physical property?","bipartite","regular",,"C1V1 reduplication"
1302,"cree1270","Creek","lísk-i: ~ lislik-í:","SG ~ PL","(be) old (of a thing)","property","age","bipartite","regular",,"C1V1 reduplication"
1303,"cree1270","Creek","lowâ:k-i: ~ lowa:lok-í:","SG ~ PL","(be) limber, flexible","property","human propensity","bipartite","regular",,"C1V1 reduplication"
