ID,Glottocode,Selector_type,Selector_label,Marker_type,Features,Source,Coder,S_references,A_references,P_references,Alignment
movi1243-i-y-li-1pl-excl-flagging,movi1243,flagging,(i)y'ɬi 1pl.excl,overt,,haude2011argument;haude2023pc,MV; DI,1pl.exclPro,1pl.exclPro,1pl.exclPro,neutral
movi1243-ka-3sg-n-flagging,movi1243,flagging,ka' 3sg.N,overt,,haude2011argument;haude2023pc,MV; DI,NONE,NONE,3sg.N.Pro-high_1pl.inclPro;3sg.N.Pro-low_1pl.inclPro;3sg.N.Pro-low_3plPro-high;3sg.N.Pro-low_3sg.F.Pro-high;3sg.N.Pro-low_3sg.M.Pro-high;3sg.N.Pro-low_3sg.N.Pro-high;3sg.N.Pro-low_Noun-pl-high;3sg.N.Pro-low_Noun-sg-high,accusative
movi1243-ki-3pl-flagging,movi1243,flagging,ki' 3pl,overt,,haude2011argument;haude2023pc,MV; DI,NONE,NONE,3plPro-high_1pl.inclPro;3plPro-low_1pl.inclPro;3plPro-low_3plPro-high;3plPro-low_3sg.F.Pro-high;3plPro-low_3sg.M.Pro-high;3plPro-low_3sg.N.Pro-high;3plPro-low_Noun-pl-high;3plPro-low_Noun-sg-high,accusative
movi1243-ki-ne-3sg-f-flagging,movi1243,flagging,ki'ne' 3sg.F,overt,,haude2011argument;haude2023pc,MV; DI,NONE,NONE,3sg.F.Pro-high_1pl.inclPro;3sg.F.Pro-low_1pl.inclPro;3sg.F.Pro-low_3plPro-high;3sg.F.Pro-low_3sg.F.Pro-high;3sg.F.Pro-low_3sg.M.Pro-high;3sg.F.Pro-low_3sg.N.Pro-high;3sg.F.Pro-low_Noun-pl-high;3sg.F.Pro-low_Noun-sg-high,accusative
movi1243-ku-3sg-m-flagging,movi1243,flagging,ku' 3sg.M,overt,,haude2011argument;haude2023pc,MV; DI,NONE,NONE,3sg.M.Pro-high_1pl.inclPro;3sg.M.Pro-low_1pl.inclPro;3sg.M.Pro-low_3plPro-high;3sg.M.Pro-low_3sg.F.Pro-high;3sg.M.Pro-low_3sg.M.Pro-high;3sg.M.Pro-low_3sg.N.Pro-high;3sg.M.Pro-low_Noun-pl-high;3sg.M.Pro-low_Noun-sg-high,accusative
movi1243-n-2-flagging,movi1243,flagging,=n 2,overt,,haude2011argument;haude2023pc,MV; DI,NONE,1pl.inclPro;2sgPro_3plPro-high;2sgPro_3plPro-low;2sgPro_3sg.F.Pro-high;2sgPro_3sg.F.Pro-low;2sgPro_3sg.M.Pro-high;2sgPro_3sg.M.Pro-low;2sgPro_3sg.N.Pro-high;2sgPro_3sg.N.Pro-low;2sgPro_Noun-pl-high;2sgPro_Noun-pl-low;2sgPro_Noun-sg-high;2sgPro_Noun-sg-low,1pl.inclPro;2sgPro_3plPro-high;2sgPro_3plPro-low;2sgPro_3sg.F.Pro-high;2sgPro_3sg.F.Pro-low;2sgPro_3sg.M.Pro-high;2sgPro_3sg.M.Pro-low;2sgPro_3sg.N.Pro-high;2sgPro_3sg.N.Pro-low;2sgPro_Noun-pl-high;2sgPro_Noun-pl-low;2sgPro_Noun-sg-high;2sgPro_Noun-sg-low,horizontal
movi1243-n-kwel-2pl-flagging,movi1243,flagging,=n-kweɬ 2pl,overt,,haude2011argument;haude2023pc,MV; DI,NONE,2plPro_3plPro-high;2plPro_3plPro-low;2plPro_3sg.F.Pro-high;2plPro_3sg.F.Pro-low;2plPro_3sg.M.Pro-high;2plPro_3sg.M.Pro-low;2plPro_3sg.N.Pro-high;2plPro_3sg.N.Pro-low;2plPro_Noun-pl-high;2plPro_Noun-pl-low;2plPro_Noun-sg-high;2plPro_Noun-sg-low,2plPro_3plPro-high;2plPro_3plPro-low;2plPro_3sg.F.Pro-high;2plPro_3sg.F.Pro-low;2plPro_3sg.M.Pro-high;2plPro_3sg.M.Pro-low;2plPro_3sg.N.Pro-high;2plPro_3sg.N.Pro-low;2plPro_Noun-pl-high;2plPro_Noun-pl-low;2plPro_Noun-sg-high;2plPro_Noun-sg-low,horizontal
movi1243-no-flagging,movi1243,flagging,NO_FLAGGING,zero,,haude2011argument;haude2023pc,MV; DI,Noun-pl-high;Noun-pl-low;Noun-sg-high;Noun-sg-low,Noun-pl-high_1pl.exclPro;Noun-pl-high_1pl.inclPro;Noun-pl-high_1sgPro;Noun-pl-high_2plPro;Noun-pl-high_2sgPro;Noun-pl-high_3plPro-low;Noun-pl-high_3sg.F.Pro-low;Noun-pl-high_3sg.M.Pro-low;Noun-pl-high_3sg.N.Pro-low;Noun-pl-high_Noun-pl-low;Noun-pl-high_Noun-sg-low;Noun-pl-low;Noun-sg-high_1pl.exclPro;Noun-sg-high_1pl.inclPro;Noun-sg-high_1sgPro;Noun-sg-high_2plPro;Noun-sg-high_2sgPro;Noun-sg-high_3plPro-low;Noun-sg-high_3sg.F.Pro-low;Noun-sg-high_3sg.M.Pro-low;Noun-sg-high_3sg.N.Pro-low;Noun-sg-high_Noun-pl-low;Noun-sg-high_Noun-sg-low;Noun-sg-low,Noun-pl-high_1pl.exclPro;Noun-pl-high_1pl.inclPro;Noun-pl-high_1sgPro;Noun-pl-high_2plPro;Noun-pl-high_2sgPro;Noun-pl-high_3plPro-low;Noun-pl-high_3sg.F.Pro-low;Noun-pl-high_3sg.M.Pro-low;Noun-pl-high_3sg.N.Pro-low;Noun-pl-high_Noun-pl-low;Noun-pl-high_Noun-sg-low;Noun-pl-low;Noun-sg-high_1pl.exclPro;Noun-sg-high_1pl.inclPro;Noun-sg-high_1sgPro;Noun-sg-high_2plPro;Noun-sg-high_2sgPro;Noun-sg-high_3plPro-low;Noun-sg-high_3sg.F.Pro-low;Noun-sg-high_3sg.M.Pro-low;Noun-sg-high_3sg.N.Pro-low;Noun-sg-high_Noun-pl-low;Noun-sg-high_Noun-sg-low;Noun-sg-low,neutral
movi1243-no-pronoun,movi1243,flagging,NO_PRONOUN,zero,,haude2011argument;haude2023pc,MV; DI,1sgPro,1sgPro;2sgPro_1pl.exclPro;2sgPro_1sgPro,1sgPro;2sgPro_1pl.exclPro;2sgPro_1sgPro,neutral
movi1243-role-not-marked,movi1243,indexing trigger,ROLE_NOT_MARKED,zero,NA,haude2011argument;haude2023pc,MV; DI,NONE,NONE,NONE,NA
movi1243-u-3sg-m-flagging,movi1243,flagging,u' 3sg.M,overt,,haude2011argument;haude2023pc,MV; DI,3sg.M.Pro-high;3sg.M.Pro-low,3sg.M.Pro-high_1pl.exclPro;3sg.M.Pro-high_1pl.inclPro;3sg.M.Pro-high_1sgPro;3sg.M.Pro-high_2plPro;3sg.M.Pro-high_2sgPro;3sg.M.Pro-high_3plPro-low;3sg.M.Pro-high_3sg.F.Pro-low;3sg.M.Pro-high_3sg.M.Pro-low;3sg.M.Pro-high_3sg.N.Pro-low;3sg.M.Pro-high_Noun-pl-low;3sg.M.Pro-high_Noun-sg-low;3sg.M.Pro-low_1pl.exclPro;3sg.M.Pro-low_1pl.inclPro;3sg.M.Pro-low_1sgPro;3sg.M.Pro-low_2plPro;3sg.M.Pro-low_2sgPro;3sg.M.Pro-low_3plPro-high;3sg.M.Pro-low_3sg.F.Pro-high;3sg.M.Pro-low_3sg.M.Pro-high;3sg.M.Pro-low_3sg.N.Pro-high;3sg.M.Pro-low_Noun-pl-high;3sg.M.Pro-low_Noun-sg-high,3sg.M.Pro-high_1pl.exclPro;3sg.M.Pro-high_1sgPro;3sg.M.Pro-high_2plPro;3sg.M.Pro-high_2sgPro;3sg.M.Pro-high_3plPro-low;3sg.M.Pro-high_3sg.F.Pro-low;3sg.M.Pro-high_3sg.M.Pro-low;3sg.M.Pro-high_3sg.N.Pro-low;3sg.M.Pro-high_Noun-pl-low;3sg.M.Pro-high_Noun-sg-low;3sg.M.Pro-low_1pl.exclPro;3sg.M.Pro-low_1sgPro;3sg.M.Pro-low_2plPro;3sg.M.Pro-low_2sgPro,neutral
mull1237-no-flagging,mull1237,flagging,NO_FLAGGING,zero,,"cahir2006verb[25,27]",HT,any,any,any,neutral
mull1237-null-marker,mull1237,indexing marker,NULL_MARKER,zero,person+number,"cahir2006verb[103,126,24-27,30,52,87-88]",HT,NONE,NONE,3pl.inanim;3sg.inanim,accusative
mull1237-p-marking-indexing-marker,mull1237,indexing marker,P marking,overt,person+number,"cahir2006verb[103,126,24-27,30,52,87-88]",HT,NONE,NONE,1;2;3pl.anim;3sg.anim,accusative
mull1237-s-a-marking-indexing-marker,mull1237,indexing marker,S/A marking,overt,person+number,"cahir2006verb[103,126,24-27,30,52,87-88]",HT,any,any,NONE,accusative
mund1330-a-1incls-a-indexing-marker,mund1330,indexing marker,a 1inclS/A,overt,person+number,"gomes2006munduruku[47-52,61-62]",DI,1incl,1incl;1incl_3,NONE,accusative
mund1330-e-2sgs-a-p-indexing-marker,mund1330,indexing marker,e 2sgS/A/P,overt,person+number,"gomes2006munduruku[101,27,47-52,61-62]",DI,2sg,2sg;2sg_3,2sg_1excl;2sg_1sg;2sg_3,neutral
mund1330-epe-2pls-a-indexing-marker,mund1330,indexing marker,epe 2plS/A,overt,person+number,"gomes2006munduruku[47-52,61-62]",DI,2pl,2pl;2pl_3,NONE,accusative
mund1330-ey-2pls-p-indexing-marker,mund1330,indexing marker,ey 2plS/P,overt,person+number,"gomes2006munduruku[101,27,47-52,61-62]",DI,2pl,NONE,2pl_1excl;2pl_1sg;2pl_3,ergative
mund1330-free-pronoun-flagging,mund1330,flagging,free pronoun,overt,,gomes2006munduruku[24],DI,Pro,Pro,NONE,accusative
mund1330-no-flagging,mund1330,flagging,NO_FLAGGING,zero,,"gomes2006munduruku[243,86]",DI,Noun,Noun,Noun,neutral
mund1330-o-1ss-a-p-indexing-marker,mund1330,indexing marker,o 1sS/A/P,overt,person+number,"gomes2006munduruku[101,27,47-52,61-62]",DI,1sg,1sg;1sg_3,1sg_2pl;1sg_2sg;1sg_3,neutral
mund1330-o-3s-a-indexing-marker,mund1330,indexing marker,o' 3S/A,overt,person+number,"gomes2006munduruku[47-52,61-62]",DI,3,3;3_3,NONE,accusative
mund1330-oce-1excls-a-p-indexing-marker,mund1330,indexing marker,oce 1exclS/A/P,overt,person+number,"gomes2006munduruku[101,27,47-52,61-62]",DI,1excl,1excl;1excl_3,1excl_2pl;1excl_2sg;1excl_3,neutral
mund1330-wuy-1incls-p-indexing-marker,mund1330,indexing marker,wuy 1inclS/P,overt,person+number,"gomes2006munduruku[101,27,47-52,61-62]",DI,1incl,NONE,1incl_2pl;1incl_2sg;1incl_3,ergative
muni1258-di-indexing-marker,muni1258,indexing marker,-di,overt,person+number,gibson1996munichi[60-62];proyecto2009muniche[15-22],DI,2pl,2pl,NONE,accusative
muni1258-free-pronoun-flagging,muni1258,flagging,free pronoun,overt,,"proyecto2009muniche[15,20,8-9]",DI,Pro,Pro,NONE,accusative
muni1258-no-flagging,muni1258,flagging,NO_FLAGGING,zero,,proyecto2009muniche[8-9],DI,Noun,Noun,Noun,neutral
muni1258-nw-indexing-marker,muni1258,indexing marker,-nɯ,overt,person+number,gibson1996munichi[60-62];proyecto2009muniche[15-16],DI,1sg,1sg,NONE,accusative
muni1258-pronominal-suffix-flagging,muni1258,flagging,pronominal suffix,overt,,"proyecto2009muniche[15,20,8-9]",DI,NONE,NONE,Pro,accusative
muni1258-pw-indexing-marker,muni1258,indexing marker,-pɯ,overt,person+number,gibson1996munichi[60-62];proyecto2009muniche[15-20],DI,2sg,2sg,NONE,accusative
muni1258-ra-ta-ca-indexing-marker,muni1258,indexing marker,-ra/ta/ça,overt,person,gibson1996munichi[60-62];proyecto2009muniche[15-24],DI,3,3,NONE,accusative
muni1258-ww-indexing-marker,muni1258,indexing marker,-wɯ,overt,person+number,gibson1996munichi[60-62];proyecto2009muniche[15-18],DI,1pl,1pl,NONE,accusative
murl1244-acc-case-flagging,murl1244,flagging,ACC case,overt,,arensen1982murle[89-91],DI,NONE,NONE,Pro,accusative
murl1244-no-flagging,murl1244,flagging,NO_FLAGGING,zero,,arensen1982murle[48-49],DI,NONE,NONE,Noun,accusative
murl1244-nom-case-flagging,murl1244,flagging,NOM case,overt,,"arensen1982murle[48-49,89-91]",DI,Noun;Pro,Noun;Pro,NONE,accusative
murl1244-s-a-markers-indexing-marker,murl1244,indexing marker,S/A markers,overt,person+number,arensen1982murle[59-61],DI,any,any,NONE,accusative
murr1258-nan-2plp-indexing-marker,murr1258,indexing marker,-nan 2plP,overt,person+number,"mansfield2019murrinhpatha[122,142,144]",AN,NONE,NONE,2pl,accusative
murr1258-ngan-1pl-exclp-indexing-marker,murr1258,indexing marker,-ŋan 1pl.exclP,overt,person+number,"mansfield2019murrinhpatha[122,142,144]",AN,NONE,NONE,1pl.excl,accusative
murr1258-ngi-1sgp-indexing-marker,murr1258,indexing marker,-ŋi 1sgP,overt,person+number,"mansfield2019murrinhpatha[122,142,144]",AN,NONE,NONE,1sg,accusative
murr1258-ni-2sgp-1pl-inclp-indexing-marker,murr1258,indexing marker,"-n̪i 2sgP, 1pl.inclP",overt,person+number,"mansfield2019murrinhpatha[122,142,144]",AN,NONE,NONE,1pl.incl;2sg,accusative
murr1258-no-flagging,murr1258,flagging,NO_FLAGGING,zero,,mansfield2019murrinhpatha[181-183],AN,any,any,any,neutral
murr1258-null-marker,murr1258,indexing marker,NULL_MARKER,zero,person+number,"mansfield2019murrinhpatha[122,142,144]",AN,NONE,NONE,3pl.nonhum;3sg.hum;3sg.nonhum,accusative
murr1258-s-a-marking-flagging,murr1258,flagging,S/A marking,overt,,mansfield2019murrinhpatha[181-183],AN,any,any,NONE,accusative
murr1258-s-a-marking-indexing-marker,murr1258,indexing marker,S/A marking,overt,person+number,"mansfield2019murrinhpatha[122,142,144]",AN,any,any,NONE,accusative
murr1258-wu-n-3pl-hum-p-indexing-marker,murr1258,indexing marker,-(wu)n 3pl.hum.P,overt,person+number,"mansfield2019murrinhpatha[122,142,144]",AN,NONE,NONE,3pl.hum,accusative
muru1274-acc-marking-flagging,muru1274,flagging,ACC marking,overt,,"wojtylak2017murui[154-155,159,273-274,278,282]",HT,NONE,NONE,any,accusative
muru1274-no-flagging,muru1274,flagging,NO_FLAGGING,zero,,"wojtylak2017murui[154-155,159,273-274,278,282]",HT,any,any,any,neutral
muru1274-nom-marking-flagging,muru1274,flagging,NOM marking,overt,,"wojtylak2017murui[154-155,159,273-274,278,282]",HT,any,any,NONE,accusative
muru1274-role-not-marked,muru1274,indexing trigger,ROLE_NOT_MARKED,zero,NA,"wojtylak2017murui[156,273,276,320]",HT,NONE,NONE,any,NA
muru1274-subject-marking-indexing-marker,muru1274,indexing marker,subject marking,overt,person+number,"wojtylak2017murui[156,273,276,320]",HT,any,any,NONE,accusative
muts1243-acc-marking-flagging,muts1243,flagging,ACC marking,overt,,"okrand1977mutsun[144-145,150,165,171-174]",HT,NONE,NONE,any,accusative
muts1243-no-flagging,muts1243,flagging,NO_FLAGGING,zero,,"okrand1977mutsun[144-145,150,165,171-174]",HT,any,any,NONE,accusative
muts1243-role-not-marked,muts1243,indexing trigger,ROLE_NOT_MARKED,zero,NA,"okrand1977mutsun[204,206]",HT,NONE,NONE,NONE,NA
naka1260-a-sga-when-minp-indexing-marker,naka1260,indexing marker,a- sgA when minP,overt,number,"eather2011nakkara[117,190-210]",AN,NONE,1sg_2sg;2sg_1sg;3sg.F_1du.incl;3sg.F_1sg;3sg.F_2sg;3sg.nF_1du.incl;3sg.nF_1sg;3sg.nF_2sg,NONE,ergative
naka1260-ba1-3nsgs-a-p-indexing-marker,naka1260,indexing marker,ba1- 3nsgS/A/P,overt,person+number,"eather2011nakkara[117,190-210]",AN,3du.F;3du.nF;3pl,3du.F_3du.F;3du.F_3du.nF;3du.F_3pl;3du.F_3sg.F;3du.F_3sg.nF;3du.nF_3du.F;3du.nF_3du.nF;3du.nF_3pl;3du.nF_3sg.F;3du.nF_3sg.nF;3pl_3du.F;3pl_3du.nF;3pl_3pl;3pl_3sg.F;3pl_3sg.nF,3du.F_1sg;3du.F_2sg;3du.F_3sg.F;3du.F_3sg.nF;3du.nF_1sg;3du.nF_2sg;3du.nF_3sg.F;3du.nF_3sg.nF,neutral
naka1260-ba2-nsga-sga-when-plp-indexing-marker,naka1260,indexing marker,"ba2- nsgA, sgA when plP",overt,number,"eather2011nakkara[117,190-210]",AN,NONE,1du.excl.F_2du.F;1du.excl.F_2du.nF;1du.excl.F_2pl;1du.excl.F_2sg;1du.excl.F_3du.F;1du.excl.F_3du.nF;1du.excl.F_3pl;1du.excl.nF_2du.F;1du.excl.nF_2du.nF;1du.excl.nF_2pl;1du.excl.nF_2sg;1du.excl.nF_3du.F;1du.excl.nF_3du.nF;1du.excl.nF_3pl;1du.incl_3du.F;1du.incl_3du.nF;1du.incl_3pl;1pl.excl;1pl.incl;1sg_2pl;1sg_3pl;1tr.F_3du.F;1tr.F_3du.nF;1tr.F_3pl;1tr.nF_3du.F;1tr.nF_3du.nF;1tr.nF_3pl;2du.F_1du.excl.F;2du.F_1du.excl.nF;2du.F_1pl.excl;2du.F_1sg;2du.F_3du.F;2du.F_3du.nF;2du.F_3pl;2du.nF_1du.excl.F;2du.nF_1du.excl.nF;2du.nF_1pl.excl;2du.nF_1sg;2du.nF_3du.F;2du.nF_3du.nF;2du.nF_3pl;2pl;2sg_1pl.excl;2sg_3pl;3du.F_1du.excl.F;3du.F_1du.excl.nF;3du.F_1du.incl;3du.F_1pl.excl;3du.F_1pl.incl;3du.F_1sg;3du.F_1tr.F;3du.F_1tr.nF;3du.F_2du.F;3du.F_2du.nF;3du.F_2pl;3du.F_2sg;3du.F_3du.F;3du.F_3du.nF;3du.F_3pl;3du.nF_1du.excl.F;3du.nF_1du.excl.nF;3du.nF_1du.incl;3du.nF_1pl.excl;3du.nF_1pl.incl;3du.nF_1sg;3du.nF_1tr.F;3du.nF_1tr.nF;3du.nF_2du.F;3du.nF_2du.nF;3du.nF_2pl;3du.nF_2sg;3du.nF_3du.F;3du.nF_3du.nF;3du.nF_3pl;3pl;3sg.F_1pl.excl;3sg.F_1pl.incl;3sg.F_2pl;3sg.F_3pl;3sg.nF_1pl.excl;3sg.nF_1pl.incl;3sg.nF_2pl;3sg.nF_3pl,NONE,ergative
naka1260-ka-sga-when-unit-augp-indexing-marker,naka1260,indexing marker,ka- sgA when unit-augP,overt,number,"eather2011nakkara[117,190-210]",AN,NONE,1sg_2du.F;1sg_2du.nF;1sg_3du.F;1sg_3du.nF;3sg.F_1du.excl.F;3sg.F_1du.excl.nF;3sg.F_1tr.F;3sg.F_1tr.nF;3sg.F_2du.F;3sg.F_2du.nF;3sg.F_3du.F;3sg.F_3du.nF;3sg.nF_1du.excl.F;3sg.nF_1du.excl.nF;3sg.nF_1tr.F;3sg.nF_1tr.nF;3sg.nF_2du.F;3sg.nF_2du.nF;3sg.nF_3du.F;3sg.nF_3du.nF,NONE,ergative
naka1260-ki-3sg-f-s-p-indexing-marker,naka1260,indexing marker,ki- 3sg.F.S/P,overt,person+number,"eather2011nakkara[117,190-210]",AN,3sg.F,NONE,3sg.F_3du.F;3sg.F_3du.nF;3sg.F_3pl;3sg.F_3sg.F;3sg.F_3sg.nF,ergative
naka1260-n-objective-marker-indexing-marker,naka1260,indexing marker,n- objective marker,overt,other,"eather2011nakkara[117,190-210]",AN,NONE,NONE,1du.excl.F;1du.excl.nF;1du.incl;1pl.excl;1pl.incl;1sg_2sg;1sg_3sg.F;1sg_3sg.nF;1tr.F;1tr.nF;2du.F;2du.nF;2pl;3du.F;3du.nF;3pl,accusative
naka1260-na-nsg-nf-s-a-indexing-marker,naka1260,indexing marker,na- nsg.nf.S/A,overt,number+gender,"eather2011nakkara[117,190-210]",AN,1du.excl.nF;1tr.nF;2du.nF;3du.nF,1du.excl.nF_2sg;1du.excl.nF_3sg.F;1du.excl.nF_3sg.nF;1tr.nF_3sg.F;2du.nF_1sg;2du.nF_3sg.F;2du.nF_3sg.nF;3du.nF_1sg;3du.nF_2sg;3du.nF_3sg.F;3du.nF_3sg.nF,NONE,accusative
naka1260-nga-1sgs-a-p-indexing-marker,naka1260,indexing marker,nga- 1sgS/A/P,overt,person+number,"eather2011nakkara[117,190-210]",AN,1sg,1sg_3du.F;1sg_3du.nF;1sg_3pl;1sg_3sg.F;1sg_3sg.nF,1sg,neutral
naka1260-ngi-1nsg-excl-s-a-p-indexing-marker,naka1260,indexing marker,ngi- 1nsg.excl.S/A/P,overt,person+number,"eather2011nakkara[117,190-210]",AN,1du.excl.F;1du.excl.nF;1pl.excl,1du.excl.F_3du.F;1du.excl.F_3du.nF;1du.excl.F_3pl;1du.excl.F_3sg.F;1du.excl.F_3sg.nF;1du.excl.nF_3du.F;1du.excl.nF_3du.nF;1du.excl.nF_3pl;1du.excl.nF_3sg.F;1du.excl.nF_3sg.nF;1pl.excl_3du.F;1pl.excl_3du.nF;1pl.excl_3pl;1pl.excl_3sg.F;1pl.excl_3sg.nF,1du.excl.F;1du.excl.nF;1pl.excl,neutral
naka1260-ngu-1nsg-incl-s-a-p-indexing-marker,naka1260,indexing marker,ngu- 1nsg.incl.S/A/P,overt,person+number,"eather2011nakkara[117,190-210]",AN,1pl.incl;1tr.F;1tr.nF,1du.incl_3du.F;1du.incl_3du.nF;1du.incl_3pl;1pl.incl;1tr.F;1tr.nF,1du.incl_3du.F;1du.incl_3du.nF;1du.incl_3pl;1pl.incl;1tr.F;1tr.nF,neutral
naka1260-nja-2sgs-p-indexing-marker,naka1260,indexing marker,nja- 2sgS/P,overt,person+number,"eather2011nakkara[117,190-210]",AN,2sg,NONE,2sg,ergative
naka1260-no-flagging,naka1260,flagging,NO_FLAGGING,zero,,"eather2011nakkara[1,97]",AWM,any,any,any,neutral
naka1260-nu-2nsgs-a-p-indexing-marker,naka1260,indexing marker,nu- 2nsgS/A/P,overt,person+number,"eather2011nakkara[117,190-210]",AN,2du.F;2du.nF;2pl,2du.F_3du.F;2du.F_3du.nF;2du.F_3pl;2du.F_3sg.F;2du.F_3sg.nF;2du.nF_3du.F;2du.nF_3du.nF;2du.nF_3pl;2du.nF_3sg.F;2du.nF_3sg.nF;2pl_3du.F;2pl_3du.nF;2pl_3pl;2pl_3sg.F;2pl_3sg.nF,2du.F;2du.nF;2pl,neutral
naka1260-null-marker,naka1260,indexing marker,NULL_MARKER,zero,person+number,"eather2011nakkara[117,190-210]",AN,3sg.nF,NONE,3sg.F_1du.excl.F;3sg.F_1du.excl.nF;3sg.F_1du.incl;3sg.F_1pl.excl;3sg.F_1pl.incl;3sg.F_1sg;3sg.F_1tr.F;3sg.F_1tr.nF;3sg.F_2du.F;3sg.F_2du.nF;3sg.F_2pl;3sg.F_2sg;3sg.nF,ergative
naka1260-rr-a-nsg-f-s-indexing-marker,naka1260,indexing marker,rr(a)- nsg.f.S,overt,number+gender,"eather2011nakkara[117,190-210]",AN,1du.excl.F;1tr.F;2du.F;3du.F,NONE,NONE,horizontal
naka1260-rra-1du-incl-s-p-indexing-marker,naka1260,indexing marker,rra- 1du.incl.S/P,overt,person+number,"eather2011nakkara[117,190-210]",AN,1du.incl,NONE,1du.incl_3sg.F;1du.incl_3sg.nF,ergative
naka1260-rrba-pls-indexing-marker,naka1260,indexing marker,rrba- plS,overt,number,"eather2011nakkara[117,190-210]",AN,1pl.excl;1pl.incl;2pl;3pl,NONE,NONE,horizontal
naka1260-y-nsg-f-a-indexing-marker,naka1260,indexing marker,y- nsg.f.A,overt,number+gender,"eather2011nakkara[117,190-210]",AN,NONE,1du.excl.F_2sg;1du.excl.F_3sg.F;1du.excl.F_3sg.nF;1tr.F_3sg.F;1tr.F_3sg.nF;2du.F_1sg;2du.F_3sg.F;2du.F_3sg.nF;3du.F_1sg;3du.F_2sg;3du.F_3sg.F;3du.F_3sg.nF,NONE,ergative
naka1260-ya-2sga-indexing-marker,naka1260,indexing marker,ya- 2sgA,overt,person+number,"eather2011nakkara[117,190-210]",AN,NONE,2sg_3du.F;2sg_3du.nF;2sg_3pl;2sg_3sg.F;2sg_3sg.nF,NONE,ergative
naka1260-yi-1du-incl-a-indexing-marker,naka1260,indexing marker,yi- 1du.incl.A,overt,person+number,"eather2011nakkara[117,190-210]",AN,NONE,1du.incl_3sg.F;1du.incl_3sg.nF,NONE,ergative
nama1264-no-flagging,nama1264,flagging,NO_FLAGGING,zero,,hagman1977nama[75-80],AWM,any,any,NONE,accusative
nama1264-obl-a-flagging,nama1264,flagging,OBL -a,overt,,hagman1977nama[75-80],AWM,any,any,Noun,neutral
nama1264-p-form-flagging,nama1264,flagging,P form,overt,,hagman1977nama[75-80],AWM,NONE,NONE,Pro,accusative
nama1264-subject-indexing-enclitic-indexing-marker,nama1264,indexing marker,subject indexing enclitic,overt,person+number,hagman1977nama[109],AWM,any,any,NONE,accusative
nant1250-a-indexing-marker,nant1250,indexing marker,a,overt,person,michael2008nanti[267],DI,1incl,1incl,NONE,accusative
nant1250-i-indexing-marker,nant1250,indexing marker,i,overt,person,michael2008nanti[267],DI,3.M,3.M,NONE,accusative
nant1250-na-indexing-marker,nant1250,indexing marker,na,overt,person,michael2008nanti[267],DI,NONE,NONE,1,accusative
nant1250-no-flagging,nant1250,flagging,NO_FLAGGING,zero,,michael2008nanti[346],DI,any,any,any,neutral
nant1250-no-indexing-marker,nant1250,indexing marker,no,overt,person,michael2008nanti[267],DI,1,1,NONE,accusative
nant1250-npi-indexing-marker,nant1250,indexing marker,Npi,overt,person,michael2008nanti[267],DI,NONE,NONE,2,accusative
nant1250-o-indexing-marker,nant1250,indexing marker,o,overt,person,michael2008nanti[267],DI,3.non-M,3.non-M,NONE,accusative
nant1250-pi-indexing-marker,nant1250,indexing marker,pi,overt,person,michael2008nanti[267],DI,2,2,NONE,accusative
nant1250-ri-indexing-marker,nant1250,indexing marker,ri,overt,person,michael2008nanti[267],DI,NONE,NONE,3.M,accusative
nant1250-ro-indexing-marker,nant1250,indexing marker,ro,overt,person,michael2008nanti[267],DI,NONE,NONE,3.non-M,accusative
nara1262-no-flagging,nara1262,flagging,NO_FLAGGING,zero,,"elnur2016nara[42,51]",AWM,any,any,any,neutral
nara1262-subject-indexing-suffix-indexing-marker,nara1262,indexing marker,subject indexing suffix,overt,person+number,"elnur2016nara[42,51]",AWM,any,any,NONE,accusative
natc1249-erg-marking-flagging,natc1249,flagging,ERG marking,overt,,kimball2005natchez[442-443],HT,NONE,Noun,NONE,ergative
natc1249-no-flagging,natc1249,flagging,NO_FLAGGING,zero,,kimball2005natchez[442-443],HT,Noun,NONE,Noun,ergative
natc1249-null-marker,natc1249,indexing marker,NULL_MARKER,zero,person,"kimball2005natchez[407-410,413,439-440]",HT,NONE,NONE,3,accusative
natc1249-p-marking-indexing-marker,natc1249,indexing marker,P marking,overt,person,"kimball2005natchez[407-410,413,439-440]",HT,any,NONE,1;2,ergative
natc1249-s-a-marking-indexing-marker,natc1249,indexing marker,S/A marking,overt,person+number,"kimball2005natchez[407-410,413,439-440]",HT,any,any,NONE,accusative
nava1243-bi-yi-3obv-3prox-indexing-marker,nava1243,indexing marker,bi-/yi- 3obv>3prox,overt,person,"young1987navajo[112-117 willie2000navajo,64,74-75]",AN,NONE,NONE,3-high_3-low,accusative
nava1243-ha-3prox-3obv-indexing-marker,nava1243,indexing marker,ha- 3prox>3obv,overt,person,"young1987navajo[112-117 willie2000navajo,64,74-75]",AN,NONE,NONE,3-low_3-high,accusative
nava1243-ii-1nsgs-a-indexing-marker,nava1243,indexing marker,ii- 1nsgS/A,overt,person+number,"young1987navajo[112-117 willie2000navajo,64,74-75]",AN,1du;1pl,1du;1pl,NONE,accusative
nava1243-ji-3obvs-a-indexing-marker,nava1243,indexing marker,ji- 3obvS/A,overt,person,"young1987navajo[112-117 willie2000navajo,64,74-75]",AN,3-low,3-low;3-low_3-high,NONE,accusative
